variable_name,variable_content,question_number,likert,valuation_signing,grouping_variable,variable_type,comment_1,comment_2,grouping_variable_detailed,grouping_variable_aggregate2,scale_value,scale_value_2022,variable_name_previously,grouping_variable_aggregate_PAP,grouping_variable_disaggregate_PAP,grouping_variable_name_aggregate2,grouping_variable_name_detailed,binary_classification_1,binary_classification_0,include,grouping_variable_very_detailed
Q52_4,"Please tell us whether the following statements apply to
you. - The Coronavirus (COVID-19) has impacted me negatively from a financial point of view.",307,0,-1,covid,continuous,,,,covid,100,100,,covid,covid,Covid stress (-),Covid stress (-),0-20,20-100,1,covid
Q52_5,"Please tell us whether the following statements apply to
you. - I have lost job-related income due to the Coronavirus (COVID-19).",308,0,-1,covid,continuous,,,,covid,100,100,,covid,covid,Covid stress (-),Covid stress (-),0-20,20-100,1,covid
Q52_6,"Please tell us whether the following statements apply to
you. - I have become depressed because of the Coronavirus (COVID-19).",309,0,-1,covid,continuous,,,,covid,100,100,,covid,covid,Covid stress (-),Covid stress (-),0-20,20-100,1,covid
Q52_7,"Please tell us whether the following statements apply to
you. - The Coronavirus (COVID-19) outbreak has impacted my psychological health negatively.",310,0,-1,covid,continuous,,,,covid,100,100,,covid,covid,Covid stress (-),Covid stress (-),0-20,20-100,1,covid
Q117_First Click,Timing - First Click,311,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q117_Last Click,Timing - Last Click,312,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q117_Page Submit,Timing - Page Submit,313,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q117_Click Count,Timing - Click Count,314,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q118_First Click,Timing - First Click,315,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q118_Last Click,Timing - Last Click,316,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q118_Page Submit,Timing - Page Submit,317,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q118_Click Count,Timing - Click Count,318,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q83_First Click,Timing - First Click,319,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q83_Last Click,Timing - Last Click,320,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q83_Page Submit,Timing - Page Submit,321,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q83_Click Count,Timing - Click Count,322,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q72,"You have been assigned to Role A.
 

Your task is to allocate [Field-total] Euros between you and B.

 

Please use the box below to indicate how many Euros (0-100) to offer to B. B will then make a decision whether to accept or reject this offer.


If B accepts your offer, he or she will get the Euros you offered to them, and you will keep the rest of the [Field-total] Euros.

If B rejects your offer, both of you will get 0 Euros.Your offer to B (0-100):",323,0,1,ultimatum_game,continuous,,,,ultimatum_game,100,100,,social_capital,ultimatum_game,Ultimatum game,Ultimatum game,0-49,50-100,0,ultimatum_game
Q86_First Click,Timing - First Click,324,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q86_Last Click,Timing - Last Click,325,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q86_Page Submit,Timing - Page Submit,326,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q86_Click Count,Timing - Click Count,327,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q74,"A has offered you [Field-offer] Euros.

A would keep $e{e://Field/total - e://Field/offer} Euros.



Do you accept or reject this offer?",328,0,-1,ultimatum_game,categorical,,,,ultimatum_game,2,2,,social_capital,ultimatum_game,Ultimatum game,Ultimatum game,1,2,0,ultimatum_game
Q119_First Click,Timing - First Click,329,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q119_Last Click,Timing - Last Click,330,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q119_Page Submit,Timing - Page Submit,331,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q119_Click Count,Timing - Click Count,332,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q98_1,How do the following statements apply to your experience of the Cyberball game. - I enjoyed playing the game.,333,1,-1,cyberball,ordinal,"number 3 is missing. scale consists of 1,2,4,5,6,7,8.",,,cyberball,7,7,,social_capital,cyberball,Cyberball,Cyberball,"1,2,3","4,5,6,7",0,cyberball_happy
Q98_2,How do the following statements apply to your experience of the Cyberball game. - I felt angry during the game.,334,1,1,cyberball,ordinal,"number 3 is missing. scale consists of 1,2,4,5,6,7,8.",,,cyberball,7,7,,social_capital,cyberball,Cyberball,Cyberball,"1,2,3","4,5,6,7",0,cyberball_angry
Q98_3,How do the following statements apply to your experience of the Cyberball game. - I was included by other participants during the game.,335,1,-1,cyberball,ordinal,"number 3 is missing. scale consists of 1,2,4,5,6,7,8.",,,cyberball,7,7,,social_capital,cyberball,Cyberball,Cyberball,"1,2,3","4,5,6,7",0,cyberball_ostracism
Q98_4,How do the following statements apply to your experience of the Cyberball game. - I felt like an outsider during the game.,336,1,1,cyberball,ordinal,"number 3 is missing. scale consists of 1,2,4,5,6,7,8.",,,cyberball,7,7,,social_capital,cyberball,Cyberball,Cyberball,"1,2,3","4,5,6,7",0,cyberball_ostracism
Q98_5,How do the following statements apply to your experience of the Cyberball game. - I felt that I was able to throw the ball as often as I wanted during the game.,337,1,-1,cyberball,ordinal,"number 3 is missing. scale consists of 1,2,4,5,6,7,8.",,,cyberball,7,7,,social_capital,cyberball,Cyberball,Cyberball,"1,2,3","4,5,6,7",0,cyberball_satisfaction
Q98_6,How do the following statements apply to your experience of the Cyberball game. - I felt that the other participants failed to perceive me as a worthy and likeable person.,338,1,1,cyberball,ordinal,"number 3 is missing. scale consists of 1,2,4,5,6,7,8.",,,cyberball,7,7,,social_capital,cyberball,Cyberball,Cyberball,"1,2,3","4,5,6,7",0,cyberball_resilience
Q98_7,How do the following statements apply to your experience of the Cyberball game. - I felt as though my existence was meaningless during the game.,339,1,1,cyberball,ordinal,"number 3 is missing. scale consists of 1,2,4,5,6,7,8.",,,cyberball,7,7,,social_capital,cyberball,Cyberball,Cyberball,"1,2,3","4,5,6,7",0,cyberball_resilience
Q120_First Click,Timing - First Click,340,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q120_Last Click,Timing - Last Click,341,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q120_Page Submit,Timing - Page Submit,342,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q120_Click Count,Timing - Click Count,343,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q87,What advice would you have for a person like you who is about to start the MAGMA programme?,344,0,0,magma,string,,,,magma,,,,magma,magma,Job guarantee support,Job guarantee support,,,0,magma
Q88,Would you advise the person to take the MAGMA programme?,345,1,-1,magma,ordinal,,,,magma,7,7,,magma,magma,Job guarantee support,Job guarantee support,"1,2,3","4,5,6,7",0,magma
Q121_First Click,Timing - First Click,346,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q121_Last Click,Timing - Last Click,347,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q121_Page Submit,Timing - Page Submit,348,0,0,meta,,,,,meta,,,,,,,,,,0,meta
Q121_Click Count,Timing - Click Count,349,0,0,meta,,,,,meta,,,,,,,,,,0,meta
researcherID,researcherID,350,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
studyID,studyID,351,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
groupID,groupID,352,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
participantID,participantID,353,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
groupSize,groupSize,354,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
numStages,numStages,355,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
roles,roles,356,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
participantRole,participantRole,357,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
timeOutLog,timeOutLog,358,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
maxWaitTime,maxWaitTime,359,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
botMatch,botMatch,360,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
total,total,361,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
offer,offer,362,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
decision,decision,363,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
payoff,payoff,364,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
sendStage,sendStage,365,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
sendData,sendData,366,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
getStage,getStage,367,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
getData,getData,368,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
defaultData,defaultData,369,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
saveData,saveData,370,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
randomPercent,randomPercent,371,0,0,ultimatum_game,,,,,ultimatum_game,,,,,,,,,,0,ultimatum_game
benefit_level_post_intervention,Average level of benefits after JG start,,0,1,income_admin,continuous,,,,benefits,61,61,,economic_outcomes,benefit_level_post_intervention,Benefits,Benefits,,,0,income_admin
days_unemployed_sv,Days in unemployment since program start (SV data),,0,-1,unemployment_admin_sv,continuous,,,,unemployment_sv,151,516,,economic_outcomes,days_unemployed_sv,Unemployment (sv) (-),Unemployment (sv) (-),,,0,unemployment_admin_sv
days_employed_sv,Days in employment since program start (SV data),,0,1,employment_admin_sv,continuous,,,,employment_sv,151,516,,economic_outcomes,days_employed_sv,Employment (sv),Employment (sv),,,0,employment_admin_sv
spells_unemployed_sv,Number of unemployment spells since program start (SV data),,0,-1,unemployment_spells_admin_sv,continuous,,,,unemployment_spells,6,6,,economic_outcomes,spells_unemployed_sv,Unemployment spells,Unemployment spells,,,0,unemployment_spells_admin_sv
employment_days_since_2020_ams,Days in employment since program start (AMS data),,0,1,employment_admin_ams,continuous,,,,employment_ams,151,516,,economic_outcomes,employment_days_since_2020_ams,Employment,Employment,,,1,employment_admin_ams
non_employment_days_since_2020_ams,Days not in employment since program start (AMS data),,0,-1,non_employment_admin_ams,continuous,,,,non_employment_ams,151,516,,economic_outcomes,non_employment_days_since_2020_ams,Non employment,Non employment,,,0,non_employment_admin_ams
unemployment_registered_days_since_2020_ams,Days in registered unemployment since program start (AMS data),,0,-1,unemployment_registered_admin_ams,continuous,,,,unemployment_ams,151,516,,economic_outcomes,unemployment_registered_days_since_2020_ams,Unemployment (-),Unemployment (-),,,1,unemployment_registered_admin_ams
TAGE_BESCHAEFTIGUNG_GEF,Days in subsidized employment since program start (AMS data),,0,1,employment_subsidized_admin_ams,continuous,,,,subsidized_employment,151,516,,economic_outcomes,TAGE_BESCHAEFTIGUNG_GEF,Subsidized employment,Subsidized employment,,,0,employment_subsidized_admin_ams
TAGE_BESCHAEFTIGUNG_UNGEF,Days in unsubsidized (regular) employment since program start (AMS data),,0,1,employment_regular_admin_ams,continuous,,,,dependent_regular_employment,151,516,,economic_outcomes,TAGE_BESCHAEFTIGUNG_UNGEF,Dependent regular employment,Dependent regular employment,,,0,employment_regular_admin_ams
TAGE_BESCHAEFTIGUNG_SELBST,Days in self-employment since program start (AMS data),,0,1,employment_selfemployed_admin_ams,continuous,,,,self_employment,151,516,,economic_outcomes,TAGE_BESCHAEFTIGUNG_SELBST,Self employment,Self employment,,,0,employment_selfemployed_admin_ams
